review_id,issue_type,severity,status,enforcement_id,bulletin_id,pops_id_candidate,detail,suggested_candidates,source_pdf,source_page,enforcement_text_excerpt,detected_at
R-9168d09e31,address_not_parsed,low,open,EA-201908-bfeed8898f,2019-08,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2019/08.pdf,2,"$10,000 in penalties issued to Safety Registrant Archstone Builders LLC, for failure to safeguard workers during demolition of a building located at 30 Columbia Heights, where a roll-down gate fell and injured a worker.",2026-09-21T01:30:30+00:00
R-b1dc3ce46f,address_not_parsed,low,open,EA-202004-011327c4a2,2020-04,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2020/04.pdf,2,"$10,000 in penalties issued to Inwood Heights Inc.-First Service residential, the owners of 17 Ft. George Hill, Manhattan, for failure to take protective measures after filing an unsafe façade filing.",2026-09-21T01:30:30+00:00
R-eaa5fff947,address_not_parsed,low,open,EA-202103-6dabfe51e8,2021-03,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2021/03.pdf,3,"$2,500 in penalties issued to Harilall Soorjbally and Big Apple Group NY, LLC, for using personnel to perform special inspections of concrete work, who did not meet the requirements to perform such inspections.",2026-09-21T01:30:30+00:00
R-60bebb9992,address_not_parsed,low,open,EA-202106-6fb5925fc7,2021-06,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2021/06.pdf,4,"$10,000 in total penalties issued to Tracking Number Holder Canido Basonas Construction, after a DOB inspection of the 22-story building construction site found that a parapet at the roof level had been removed, but no guard rail had been installed in its place. In addition, DOB inspectors found that a supported scaffold and a make-shift hoist had been installed at the site without approved plans,",2026-09-21T01:30:30+00:00
R-1f21ebe5c9,address_not_parsed,low,open,EA-202107-f83543c537,2021-07,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2021/07.pdf,4,"$2,500 in penalties issued to 200-202 Realty LLC, for displaying an outdoor sign with excessive height and surface area.",2026-09-21T01:30:30+00:00
R-f2d51c2487,address_not_parsed,low,open,EA-202201-54121379a9,2022-01,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2022/01.pdf,2,"$20,625 in total penalties issued to Safety Registrant KBENY, LLC for failure to notify DOB of a work site incident at 124 Columbia Heights, Brooklyn, after a riser pipe fell on a worker’s foot. After the incident, DOB inspectors determined that evidence of the incident had been improperly removed prior to our inspection of the site. They also found that inadequate pre-shift meetings were held for",2026-09-21T01:30:30+00:00
R-be4a351944,address_not_parsed,low,open,EA-202202-75bbcd8c0e,2022-02,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2022/02.pdf,5,"$15,000 in total penalties issued to Site Safety Registrant Pavarini McGovern LLC for multiple work site safety violations at 45-18 Court Square in Queens. DOB inspectors found that the Site Safety Registrant did not hold worker site safety orientation or pre-shift safety meetings for the construction workers on site. DOB inspectors also found that poor housekeeping at the site, including loose co",2026-09-21T01:30:30+00:00
R-f71c107e9d,address_not_parsed,low,open,EA-202204-c42e1cf154,2022-04,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2022/04.pdf,4,"$2,500 in penalties issued to 2328 on Twelfth LLC, for having an arterial outdoor structure with use discontinued for more than two years. DOB will continue to monitor for compliance.",2026-09-21T01:30:30+00:00
R-f1a15032e2,address_not_parsed,low,open,EA-202204-23a765c4ff,2022-04,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2022/04.pdf,5,"$2,500 in penalties issued to Seoul Skil Room, Inc. for having an arterial outdoor structure with use discontinued for more than two years. DOB will continue to monitor for compliance.",2026-09-21T01:30:30+00:00
R-ba18ee18b1,address_not_parsed,low,open,EA-202205-5793aba334,2022-05,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2022/05.pdf,4,"$25,000 in total penalties issued to Tracking Number Holder Midre Contracting Corp. for failure to have worker’s comp, failure to have disability insurance, possessing an expired permit, and failure to safeguard a site at 45-18 Court Square where a worker fatally fell from the structure’s 6th to 2nd floor. Issued after inspectors observed an open shaft with no safety measures in place including no",2026-09-21T01:30:30+00:00
R-b885ca7681,address_not_parsed,low,open,EA-202211-3cdf2936da,2022-11,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2022/11.pdf,5,$.,2026-09-21T01:30:30+00:00
R-487f93b7b5,address_not_parsed,low,open,EA-202211-3cdf2936da-2,2022-11,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2022/11.pdf,5,$,2026-09-21T01:30:30+00:00
R-bd9758e188,address_not_parsed,low,open,EA-202302-6df65c5e45,2023-02,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2023/02.pdf,4,"$13,500 in total penalties issued to A & R Home Improvement for violations recorded at 78-40 270th 4treet. DOB inspectors issued violations to the General Contractor for lack of guardrails at an excavation site, as well as unsafe housekeeping, a narrow pedestrian walkway, and an inadequate job site fence. Additionally, a lack of shoring caused the collapse of a neighbor’s fence.",2026-09-21T01:30:30+00:00
R-97f86da5d2,address_not_parsed,low,open,EA-202306-7f0b129005,2023-06,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2023/06.pdf,5,"$17,500 in total penalties issued to Symmetrical Construction Corp. for violations recorded at 40-30 235th Steet. DOB inspectors issued violations after a supported scaffold collapsed onto sidewalk and inspectors determined the sidewalk shed was not built properly, with inadequate baseplates and planks that were not tied down. Additionally, inspectors issued violations for debris in rear yard, and",2026-09-21T01:30:30+00:00
R-b8d684e0b8,address_not_parsed,low,open,EA-202308-8835d8f1a1,2023-08,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2023/08.pdf,3,"$5,000 in penalties issued to V.A.N Construction Corp for violations recorded at 53 Prospect Park SW. DOB inspectors issued violations for installing 55’ high pump jack scaffold without the appropriate permit.",2026-09-21T01:30:30+00:00
R-4c8eb4a114,address_not_parsed,low,open,EA-202309-dc19bbf73c,2023-09,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2023/09.pdf,5,"$9,375 in total penalties issued to Alma Realty Corp and OVS Properties III LLC. DOB inspectors issued violations for failure to provide an unobstructed exit passageway in an unmaintained building with vertical cracks and missing bricks.",2026-09-21T01:30:30+00:00
R-d9716e1c86,address_not_parsed,low,open,EA-202310-5b8e03e378,2023-10,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2023/10.pdf,3,DOB inspectors,2026-09-21T01:30:30+00:00
R-9ac34f3589,address_not_parsed,low,open,EA-202408-99c4a035e0,2024-08,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2024/08.pdf,3,"$10,000 in total penalties issued to 501 ½ East Associates LLC for violations recorded at 501 ½ East 83rd Street. DOB inspectors issued violations for failure to file a tenant protection plan, and for an excessive accumulation of dust on handrails, stairs, and floor.",2026-09-21T01:30:30+00:00
R-1af82cfb63,address_not_parsed,low,open,EA-202409-34572cdbb9,2024-09,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2024/09.pdf,2,"$15,000 in total penalties issued to Fazio Construction Corp. for violations recorded at 849 Crotona Park North. DOB inspectors issued violations for inadequate egress with extension ladder not secured, footed in mud and in proximity to uncapped rebar. Additionally, inspectors observed no guardrails and/or a barrier system not tied or secured at an excavation pit drop of 6 feet or higher, and a bl",2026-09-21T01:30:30+00:00
R-72cebb53d5,address_not_parsed,low,open,EA-202501-40a2dc4af0,2025-01,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2025/01.pdf,4,"$22,500 in penalties issued to UA Builders Corp. for violations recorded at 16 Wade Square. DOB inspectors issued violations after a worker died after falling from the 5th floor while installing panels. Investigations revealed no record of site safety orientation on the day of the incident, that crew involved in the operation were not certified riggers, and that a knuckle boom was on site erecting",2026-09-21T01:30:30+00:00
R-fb5de1ce33,address_not_parsed,low,open,EA-202504-cb1a228996,2025-04,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2025/04.pdf,8,"Following a closure order issued in 2022 for commercial vehicle storage, dead storage and junk salvage storage in a residential district, property owners complied and corrected the violating conditions. DOB rescinded the order, before and after photos are below.",2026-09-21T01:30:30+00:00
R-d003276e90,address_not_parsed,low,open,EA-202607-97ea072b2b,2026-07,,no street address could be extracted from a property-type entry,,data/raw/dob_bulletins/2026/07.pdf,6,"Following direct outreach, the business owner of 189th Ave, located in a public right of way owned by the New York City Department of Transportation, removed 14 commercial vehicles illegally stored on the property in an R3A residence district. Corrected conditions pictured below.",2026-09-21T01:30:30+00:00
R-ecfc41be95,empty_bullets_dropped,low,open,,2018-09,,1 stray bullet glyph(s) with no text were dropped,,,,,2026-09-21T01:30:30+00:00
R-59a8d5a2c9,empty_bullets_dropped,low,open,,2023-10,,1 stray bullet glyph(s) with no text were dropped,,,,,2026-09-21T01:30:30+00:00
R-0e3108ec78,index_label_conflict,low,open,,2021-01,,index label 'Enforcement Action Bulletin: January 2020' disagrees with the filename month; filename used (confirm against the PDF's own header),,,,,2026-09-21T01:30:30+00:00
R-6f4afaa86d,truncated_source_entry,low,open,EA-202211-3cdf2936da,2022-11,,entry is very short / cut off in the source PDF; kept as published,,data/raw/dob_bulletins/2022/11.pdf,5,$.,2026-09-21T01:30:30+00:00
R-f7d1e3adbc,truncated_source_entry,low,open,EA-202211-3cdf2936da-2,2022-11,,entry is very short / cut off in the source PDF; kept as published,,data/raw/dob_bulletins/2022/11.pdf,5,$,2026-09-21T01:30:30+00:00
R-25ee710352,truncated_source_entry,low,open,EA-202310-5b8e03e378,2023-10,,entry is very short / cut off in the source PDF; kept as published,,data/raw/dob_bulletins/2023/10.pdf,3,DOB inspectors,2026-09-21T01:30:30+00:00
